Index,Entry-Date,Entry-Weekday,Entry-Time,Entry-Price,Quantity,Instrument-Kind,StrikePrice,Position,ExitDate,Exit-Weekday,ExitTime,ExitPrice,P/L,P/L-Percentage,ExpiryDate,Highest MTM(Candle Close),Lowest MTM(Candle Close),Remarks
85.1,2024-05-08,Wednesday,09:27:00,68.0,10,CE,74800.0,Buy,2024-05-08,Wednesday,10:01:00,48.0,-200.0,-29.41176470588235,2024-05-10,,,Stop Loss Hit
86,2024-05-09,,09:16:00,73402.46,,,,,2024-05-09,,15:15:00,72370.61,750.0,,,750.0,-0.05,Exit Condition Met For Trade
86.2,2024-05-09,Thursday,09:23:00,58.75,10,PE,72500.0,Buy,2024-05-09,Thursday,10:22:00,133.75,750.0,127.65957446808511,2024-05-10,,,Target Hit
87,2024-05-10,,09:16:00,72476.1,,,,,2024-05-10,,15:15:00,72675.08,-200.0,,,218.45000000000005,-200.04999999999995,Exit Condition Met For Trade
87.1,2024-05-10,Friday,09:53:00,57.1,10,CE,73300.0,Buy,2024-05-10,Friday,10:46:00,37.1,-200.0,-35.02626970227671,2024-05-10,,,Stop Loss Hit
88,2024-05-13,,09:16:00,72443.94,,,,,2024-05-13,,15:15:00,72757.25,750.0,,,750.0,-0.049999999999954525,Exit Condition Met For Trade
88.2,2024-05-13,Monday,09:17:00,68.75,10,PE,70800.0,Buy,2024-05-13,Monday,09:35:00,143.75,750.0,109.0909090909091,2024-05-17,,,Target Hit
89,2024-05-15,,09:16:00,73183.7,,,,,2024-05-15,,15:15:00,73002.72,-200.0,,,105.45000000000005,-200.04999999999995,Exit Condition Met For Trade
89.2,2024-05-15,Wednesday,10:09:00,61.5,10,PE,71600.0,Buy,2024-05-15,Wednesday,11:02:00,41.5,-200.0,-32.520325203252035,2024-05-17,,,Stop Loss Hit
90,2024-05-16,,09:16:00,73307.99,,,,,2024-05-16,,15:15:00,73644.97,750.0,,,750.0,-89.04999999999995,Exit Condition Met For Trade
90.2,2024-05-16,Thursday,09:33:00,63.75,10,PE,72300.0,Buy,2024-05-16,Thursday,11:11:00,138.75,750.0,117.6470588235294,2024-05-17,,,Target Hit
91,2024-05-17,,09:16:00,73592.59,,,,,2024-05-17,,15:15:00,73941.14,-200.0,,,0,-200.04999999999995,Exit Condition Met For Trade
91.2,2024-05-17,Friday,09:24:00,67.95,10,PE,72700.0,Buy,2024-05-17,Friday,09:30:00,47.95,-200.0,-29.433406916850625,2024-05-17,,,Stop Loss Hit
92,2024-05-21,,09:16:00,73941.63,,,,,2024-05-21,,15:15:00,73957.21,-200.0,,,0,-200.04999999999995,Exit Condition Met For Trade
92.1,2024-05-21,Tuesday,09:22:00,60.0,10,CE,75800.0,Buy,2024-05-21,Tuesday,09:36:00,40.0,-200.0,-33.333333333333336,2024-05-24,,,Stop Loss Hit
93,2024-05-23,,09:16:00,74199.12,,,,,2024-05-23,,15:15:00,75446.66,750.0,,,750.0,-129.54999999999995,Exit Condition Met For Trade
93.1,2024-05-23,Thursday,09:17:00,56.1,10,CE,75200.0,Buy,2024-05-23,Thursday,10:22:00,131.1,750.0,133.6898395721925,2024-05-24,,,Target Hit
94,2024-05-24,,09:16:00,75267.89,,,,,2024-05-24,,15:15:00,75424.43,-200.0,,,136.95000000000005,-200.04999999999995,Exit Condition Met For Trade
94.1,2024-05-24,Friday,09:18:00,61.3,10,CE,76000.0,Buy,2024-05-24,Friday,09:38:00,41.3,-200.0,-32.62642740619902,2024-05-24,,,Stop Loss Hit
95,2024-05-27,,09:16:00,75627.52,,,,,2024-05-27,,15:15:00,75418.49,-200.0,,,185.95000000000005,-200.04999999999995,Exit Condition Met For Trade
95.1,2024-05-27,Monday,11:56:00,68.75,10,CE,77500.0,Buy,2024-05-27,Monday,14:48:00,48.75,-200.0,-29.09090909090909,2024-05-31,,,Stop Loss Hit
96,2024-05-29,,09:16:00,74899.69,,,,,2024-05-29,,15:15:00,74534.02,156.5,,,388.95000000000005,-57.549999999999955,Exit Condition Met For Trade
96.2,2024-05-29,Wednesday,10:21:00,64.3,10,PE,73500.0,Buy,2024-05-29,Wednesday,15:15:00,79.95,156.50000000000006,24.339035769828936,2024-05-31,,,Exit Condition Met For Trade
97,2024-05-30,,09:16:00,74345.68,,,,,2024-05-30,,09:28:00,74286.83,-150.0,,,88.95000000000005,-151.04999999999995,Square Off All Legs due to Stop Loss
97.1,2024-05-30,Thursday,09:20:00,65.7,10,CE,75700.0,Buy,2024-05-30,Thursday,09:28:00,45.7,-200.0,-30.441400304414003,2024-05-31,,,Stop Loss Hit
97.2,2024-05-30,Thursday,09:26:00,59.55,10,PE,73100.0,Buy,2024-05-30,Thursday,09:28:00,64.55,50.0,8.39630562552477,2024-05-31,,,Square Off All Legs due to Stop Loss
98,2024-05-31,,09:16:00,74145.53,,,,,2024-05-31,,15:15:00,73966.6,-200.0,,,217.95000000000005,-200.04999999999995,Exit Condition Met For Trade
98.1,2024-05-31,Friday,09:22:00,56.25,10,CE,75100.0,Buy,2024-05-31,Friday,09:54:00,36.25,-200.0,-35.55555555555556,2024-05-31,,,Stop Loss Hit
99,2024-06-03,,09:16:00,75831.25,,,,,2024-06-03,,15:15:00,76442.36,-200.0,,,0,-200.04999999999995,Exit Condition Met For Trade
99.1,2024-06-03,Monday,09:23:00,101.6,10,CE,81000.0,Buy,2024-06-03,Monday,09:30:00,81.6,-200.0,-19.68503937007874,2024-06-07,,,Stop Loss Hit
100,2024-06-04,,09:16:00,74878.32,,,,,2024-06-04,,15:15:00,72259.99,-943.0,,,0,-943.0500000000002,Exit Condition Met For Trade
100.2,2024-06-04,Tuesday,09:18:00,337.8,10,PE,73500.0,Buy,2024-06-04,Tuesday,09:19:00,243.5,-943.0000000000001,-27.915926583777388,2024-06-07,,,Stop Loss Hit
101,2024-06-05,,09:16:00,72587.04,,,,,2024-06-05,,15:15:00,74430.8,-200.0,,,0,-200.05,Exit Condition Met For Trade
101.1,2024-06-05,Wednesday,09:17:00,43.75,10,CE,78000.0,Buy,2024-06-05,Wednesday,09:22:00,23.75,-200.0,-45.714285714285715,2024-06-07,,,Stop Loss Hit
102,2024-06-06,,09:16:00,74688.36,,,,,2024-06-06,,15:15:00,75072.19,-200.0,,,0,-200.04999999999995,Exit Condition Met For Trade
102.1,2024-06-06,Thursday,09:17:00,62.5,10,CE,77200.0,Buy,2024-06-06,Thursday,09:26:00,42.5,-200.0,-32.0,2024-06-07,,,Stop Loss Hit
103,2024-06-07,,09:16:00,75008.01,,,,,2024-06-07,,15:15:00,76718.05,750.0,,,750.0,-0.05,Exit Condition Met For Trade
103.1,2024-06-07,Friday,09:21:00,64.95,10,CE,75900.0,Buy,2024-06-07,Friday,09:23:00,139.95,749.9999999999999,115.473441108545,2024-06-07,,,Target Hit
